;Name;leaning;type;url;X;X.1;domain
2329;Sapiens;Left-Center;reliable;https://www.sapiens.org;NA;NA;sapiens
2330;Sciencing;Left-Center;reliable;https://sciencing.com/;NA;NA;sciencing
2331;ScoopWhoop;Left-Center;reliable;https://www.scoopwhoop.com;NA;NA;scoopwhoop
2332;Scope Ratings;Right-Center;reliable;https://www.scoperatings.com/;NA;NA;scoperatings
2333;ShareBlue;left;reliable;https://shareblue.com/;NA;NA;shareblue
2334;Shondaland;left;reliable;https://www.shondaland.com/;NA;NA;shondaland
2335;Shreveport Times;least;reliable;https://www.shreveporttimes.com;NA;NA;shreveporttimes
2336;Sky News Australia;Right;reliable;https://www.skynews.com.au/;NA;NA;skynews
2337;Sludge;left;reliable;https://readsludge.com/;NA;NA;readsludge
2338;Smirking Chimp;left;reliable;http://www.smirkingchimp.com/;NA;NA;smirkingchimp
2339;Sojourners;Left-Center;reliable;https://sojo.net/;NA;NA;sojo
2340;Source Politics;left;reliable;https://www.sourcepolitics.com;NA;NA;sourcepolitics
2341;South Bend;least;reliable;https://www.southbendtribune.com/;NA;NA;southbendtribune
2342;Southern Patriot News;Right;reliable;https://www.southernpatriotnews.com;NA;NA;southernpatriotnews
2343;Special Broadcasting Service;Left-Center;reliable;https://www.sbs.com.au/;NA;NA;sbs
2344;St. Louis Post-Dispatch;Left-Center;reliable;https://www.stltoday.com/;NA;NA;stltoday
2345;Stamford Advocate;Left-Center;reliable;https://www.stamfordadvocate.com/;NA;NA;stamfordadvocate
2346;StandPoint Magazine;Right;reliable;http://www.standpointmag.co.uk;NA;NA;standpointmag
2347;Star Ledger;Left-Center;reliable;https://www.nj.com/starledger/;NA;NA;nj
2348;Star Political;Right;reliable;https://starpolitical.com;NA;NA;starpolitical
2349;Statesville Record & Landmark;least;reliable;https://www.statesville.com;NA;NA;statesville
2350;Stepfeed;Left-Center;reliable;https://stepfeed.com;NA;NA;stepfeed
2351;Stop Fake;Left-Center;reliable;https://www.stopfake.org/;NA;NA;stopfake
2352;Syrian Observatory for Human Rights;Left-Center;reliable;http://www.syriahr.com/en/;NA;NA;syriahr
2353;TMZ;Left-Center;reliable;https://www.tmz.com/;NA;NA;tmz
2354;TRIBUNnews.com;Right-Center;reliable;http://tribunnews.com/;NA;NA;tribunnews
2355;Tallahasee Democrat;Right-Center;reliable;http://www.tallahassee.com/;NA;NA;tallahassee
2356;Tarbell;Left-Center;reliable;https://tarbell.org;NA;NA;tarbell
2357;Teen Vogue;left;reliable;https://www.teenvogue.com;NA;NA;teenvogue
2358;Telegram & Gazette;least;reliable;https://www.telegram.com;NA;NA;telegram
2359;Telesur;left;reliable;http://www.telesurtv.net/english/;NA;NA;telesurtv
2360;Tenth Amendment Center;Right;reliable;https://tenthamendmentcenter.com;NA;NA;tenthamendmentcenter
2361;That’s Nonsense;least;reliable;http://www.thatsnonsense.com/;NA;NA;thatsnonsense
2362;The Herald-Dispatch;least;reliable;http://www.herald-dispatch.com;NA;NA;herald-dispatch
2363;The Whim;least;reliable;http://www.thewhim.com/;NA;NA;thewhim
2364;The Citizen;Right-Center;reliable;https://citizen.co.za;NA;NA;citizen
2365;The Advertiser;Right;reliable;http://www.adelaidenow.com.au/;NA;NA;adelaidenow
2366;The Advocate;left;reliable;https://www.advocate.com;NA;NA;advocate
2367;The American Mind;Right;reliable;https://americanmind.org;NA;NA;americanmind
2368;The Asbury Park Press;Left-Center;reliable;https://www.app.com;NA;NA;app
2369;The Australian Financial Review;least;reliable;https://www.afr.com/;NA;NA;afr
2370;The Battlefords News Optimist;least;reliable;https://www.newsoptimist.ca/;NA;NA;newsoptimist
2371;The Bipartisan Press;Left-Center;reliable;https://www.thebipartisanpress.com;NA;NA;thebipartisanpress
2372;The Brownsville Herald;Left-Center;reliable;https://www.brownsvilleherald.com;NA;NA;brownsvilleherald
2373;The Brunswick News;Right-Center;reliable;https://thebrunswicknews.com/;NA;NA;thebrunswicknews
2374;The Bulwark;Right-Center;reliable;https://thebulwark.com/;NA;NA;thebulwark
2375;The Center for Economic Policy and Research;Left-Center;reliable;http://cepr.net;NA;NA;cepr
2376;The Citizen;Left-Center;reliable;https://www.thecitizen.org.au;NA;NA;thecitizen
2377;The Citizen Press;Right;reliable;https://thecitizenpress.com;NA;NA;thecitizenpress
2378;The City;Left-Center;reliable;https://thecity.nyc/;NA;NA;thecity
2379;The Colorado Sun;Left-Center;reliable;https://coloradosun.com/;NA;NA;coloradosun
2380;The Columbian;least;reliable;https://www.columbian.com/;NA;NA;columbian
2381;The Courier Mail;Right-Center;reliable;http://www.couriermail.com.au/;NA;NA;couriermail
2382;The Cut;left;reliable;https://www.thecut.com/;NA;NA;thecut
2383;The Daily 49er;left;reliable;http://www.daily49er.com/;NA;NA;daily49er
2384;The Daily Chronicle;least;reliable;https://www.daily-chronicle.com;NA;NA;daily-chronicle
2385;The Daily Hive;Left-Center;reliable;https://dailyhive.com/;NA;NA;dailyhive
2386;The Daily Telegraph (AUS);Right;reliable;https://www.dailytelegraph.com.au/;NA;NA;dailytelegraph
2387;The Dispatch;Right-Center;reliable;https://thedispatch.com/;NA;NA;thedispatch
2388;The Dominion Post;Left-Center;reliable;https://www.dominionpost.com/;NA;NA;dominionpost
2389;The EC Journal;Right-Center;reliable;https://www.theecjournal.com/;NA;NA;theecjournal
2390;The Elkhart Truth;Right-Center;reliable;https://www.elkharttruth.com;NA;NA;elkharttruth
2391;The Express-Times (Lehigh Valley);Left-Center;reliable;https://www.lehighvalleylive.com;NA;NA;lehighvalleylive
2392;The Flip Side;least;reliable;https://www.theflipside.io/;NA;NA;theflipside
2393;The Fulcrum;Left-Center;reliable;https://thefulcrum.us/;NA;NA;thefulcrum
2394;The Ghion Journal;left;reliable;https://ghionjournal.com;NA;NA;ghionjournal
2395;The Herald News;least;reliable;https://www.heraldnews.com;NA;NA;heraldnews
2396;The Herald-Sun (Durham North Carolina);least;reliable;https://www.heraldsun.com;NA;NA;heraldsun
2397;The Improper Magazine;left;reliable;https://www.theimproper.com;NA;NA;theimproper
2398;The Independent;Left-Center;reliable;https://www.independent.co.uk/us;NA;NA;independent
2399;The Independent Institute;Right-Center;reliable;https://www.independent.org/;NA;NA;independent
2400;The Intellectualist;left;reliable;https://mavenroundtable.io/theintellectualist/;NA;NA;mavenroundtable
2401;The Jerusalem Report;Right-Center;reliable;http://www.jpost.com/Jerusalem-Report;NA;NA;jpost
2402;The Journal Standard;least;reliable;https://www.journalstandard.com;NA;NA;journalstandard
2403;The Liberty Loft;Right;reliable;https://thelibertyloft.com/;NA;NA;thelibertyloft
2404;The Lincoln Project;Left-Center;reliable;https://lincolnproject.us/;NA;NA;lincolnproject
2405;The List;Left-Center;reliable;https://www.thelist.com/;NA;NA;thelist
2406;The Macon Telegraph;least;reliable;https://www.macon.com;NA;NA;macon
2407;The Maui News;Left-Center;reliable;https://www.mauinews.com/;NA;NA;mauinews
2408;The Monitor;least;reliable;https://www.themonitor.com;NA;NA;themonitor
2409;The Motley Fool;Left-Center;reliable;https://www.fool.com/;NA;NA;fool
2410;The National Herald (TNH);Right;reliable;www.thenationalherald.com;NA;NA;thenationalherald
2411;The New Revere;Right;reliable;https://thenewrevere.com;NA;NA;thenewrevere
2412;The News International;least;reliable;https://www.thenews.com.pk/;NA;NA;thenews
2413;The Observer;Left-Center;reliable;https://www.theguardian.com/observer;NA;NA;theguardian
2414;The Odyssey Online;Left-Center;reliable;https://www.theodysseyonline.com;NA;NA;theodysseyonline
2415;The Palestine Chronicle;left;reliable;https://www.palestinechronicle.com;NA;NA;palestinechronicle
2416;The Post-Journal (Jamestown, New York);Right-Center;reliable;https://www.post-journal.com;NA;NA;post-journal
2417;The Rebel News;Right;reliable;https://www.rebelnews.com/;NA;NA;rebelnews
2418;The Record (New Jersey);Left-Center;reliable;https://www.northjersey.com/;NA;NA;northjersey
2419;The Record – Stockton;least;reliable;https://www.recordnet.com/;NA;NA;recordnet
2420;The Register;least;reliable;http://www.theregister.co.uk/;NA;NA;theregister
2421;The Republic (Indiana);least;reliable;http://www.therepublic.com;NA;NA;therepublic
2422;The Republican (Masslive);least;reliable;https://www.masslive.com;NA;NA;masslive
2423;The Santa Fe New Mexican;Left-Center;reliable;http://www.santafenewmexican.com;NA;NA;santafenewmexican
2424;The Source Newspaper (La Source);left;reliable;http://thelasource.com/en/;NA;NA;thelasource
2425;The Spectator (USA);Right-Center;reliable;https://spectator.us;NA;NA;spectator
2426;The Spectator (uk);Right-Center;reliable;https://www.spectator.co.uk/;NA;NA;spectator
2427;The Spokesman-Review;Right-Center;reliable;https://www.spokesman.com/;NA;NA;spokesman
2428;The Star;least;reliable;http://www.stardem.com;NA;NA;stardem
2429;The Star (Malaysia);Right;reliable;https://www.thestar.com;NA;NA;thestar
2430;The State Press (Arizona);Left-Center;reliable;https://www.statepress.com;NA;NA;statepress
2431;The Times UK and Sunday Times;Right-Center;reliable;https://www.thetimes.co.uk/;NA;NA;thetimes
2432;The Town Talk;least;reliable;https://www.thetowntalk.com;NA;NA;thetowntalk
2433;The Vindicator;least;reliable;https://www.vindy.com/;NA;NA;vindy
2434;The Virginian-Pilot;Left-Center;reliable;http://pilotonline.com/;NA;NA;pilotonline
2435;The Washington Institute for Near East Policy;Right-Center;reliable;https://www.washingtoninstitute.org;NA;NA;washingtoninstitute
2436;The Washington Spectator;left;reliable;https://washingtonspectator.org/;NA;NA;washingtonspectator
2437;The Waterloo-Cedar Falls Courier;least;reliable;http://wcfcourier.com;NA;NA;wcfcourier
2438;The Week (US);left;reliable;https://theweek.com/;NA;NA;theweek
2439;The Winchester;Right-Center;reliable;https://www.winchesterstar.com;NA;NA;winchesterstar
2440;The World Can’t Wait;left;reliable;https://worldcantwait.net/;NA;NA;worldcantwait
2441;The Yomiuri Shimbun;Right-Center;reliable;https://www.yomiuri.co.jp/;NA;NA;yomiuri
2442;TheGreggJarrett.com;Right;reliable;https://thegreggjarrett.com/;NA;NA;thegreggjarrett
2443;TheStreet;Right-Center;reliable;https://www.thestreet.com/;NA;NA;thestreet
2444;Thejeffreylord.com;Right;reliable;https://thejeffreylord.com/;NA;NA;thejeffreylord
2445;Them.us;left;reliable;https://www.them.us/;NA;NA;them
2446;This Magazine;left;reliable;https://this.org/;NA;NA;this
2447;Thrillist;Left-Center;reliable;https://www.thrillist.com;NA;NA;thrillist
2448;Time Magazine;Left-Center;reliable;https://time.com/;NA;NA;time
2449;Times Colonist;Left-Center;reliable;https://www.timescolonist.com/;NA;NA;timescolonist
2450;Times of South Africa;Right-Center;reliable;https://www.timeslive.co.za/;NA;NA;timeslive
2451;To Vima;Right-Center;reliable;https://www.tovima.gr/;NA;NA;tovima
2452;Today.com;Left-Center;reliable;https://www.today.com/;NA;NA;today
2453;Tomdispatch.com;Left-Center;reliable;http://www.tomdispatch.com/;NA;NA;tomdispatch
2454;Traverse City Record-Eagle;least;reliable;https://www.record-eagle.com;NA;NA;record-eagle
2455;TreeHugger;left;reliable;https://www.treehugger.com/;NA;NA;treehugger
2456;Trending Views;Right;reliable;https://trendingviews.co/;NA;NA;trendingviews
2457;Tri-City Herald;least;reliable;https://www.tri-cityherald.com/;NA;NA;tri-cityherald
2458;Tribune Content Agency;least;reliable;https://tribunecontentagency.com/tribune-news-service/;NA;NA;tribunecontentagency
2459;TruthDig;left;reliable;https://www.truthdig.com/;NA;NA;truthdig
2460;TruthOut;left;reliable;https://truthout.org/;NA;NA;truthout
2461;TruthorFiction.com;least;reliable;https://www.truthorfiction.com/;NA;NA;truthorfiction
2462;Tulsa World;Right-Center;reliable;http://www.tulsaworld.com/;NA;NA;tulsaworld
2463;Tut.by;least;reliable;https://www.tut.by/;NA;NA;tut
2464;USA Spending;least;reliable;https://www.usaspending.gov/;NA;NA;usaspending
2465;Ukrayinska Pravda (The Ukrainian Truth);Left-Center;reliable;https://www.pravda.com.ua/;NA;NA;pravda
2466;Union of Concerned Scientists;Left-Center;reliable;https://www.ucsusa.org;NA;NA;ucsusa
2467;United Federation of Teachers;Left-Center;reliable;http://www.uft.org/;NA;NA;uft
2468;United State House of Representatives;least;reliable;https://www.house.gov/;NA;NA;house
2469;Update America;Right;reliable;https://www.updateamerica.com/;NA;NA;updateamerica
2470;UsNews and World Report;Left-Center;reliable;https://www.usnews.com/;NA;NA;usnews
2471;Utah Public Radio (UTR);Left-Center;reliable;http://upr.org;NA;NA;upr
2472;Utah Standard-Examiner;least;reliable;http://www.standard.net/;NA;NA;standard
2473;Utica Observer-Dispatch;Left-Center;reliable;https://www.uticaod.com;NA;NA;uticaod
2474;Variety Magazine;Left-Center;reliable;https://variety.com/;NA;NA;variety
2475;Vibe;Left-Center;reliable;https://www.vibe.com/;NA;NA;vibe
2476;Victoria Advocate;Left-Center;reliable;https://www.victoriaadvocate.com/;NA;NA;victoriaadvocate
2477;Virginia Mercury;Left-Center;reliable;https://www.virginiamercury.com;NA;NA;virginiamercury
2478;Viva Liberty;Right;reliable;http://www.vivaliberty.com/;NA;NA;vivaliberty
2479;Vote Vets;Left-Center;reliable;http://www.votevets.org/;NA;NA;votevets
2480;Vox;left;reliable;https://www.vox.com/;NA;NA;vox
2481;WAMU-FM;Left-Center;reliable;https://wamu.org/;NA;NA;wamu
2482;WBTV;least;reliable;https://www.wbtv.com/;NA;NA;wbtv
2483;WCAX3;least;reliable;https://www.wcax.com/;NA;NA;wcax
2484;WDIV – ClickOnDetroit;least;reliable;https://www.clickondetroit.com/;NA;NA;clickondetroit
2485;WETM;least;reliable;https://www.mytwintiers.com/;NA;NA;mytwintiers
2486;WFMYnews2.com;least;reliable;https://www.wfmynews2.com/;NA;NA;wfmynews2
2487;WFMZ;least;reliable;https://www.wfmz.com/;NA;NA;wfmz
2488;WGHP – Fox8;least;reliable;https://myfox8.com/;NA;NA;myfox8
2489;WOFL;least;reliable;https://www.fox35orlando.com/;NA;NA;fox35orlando
2490;WPEC – CBS12.com;Right-Center;reliable;https://cbs12.com;NA;NA;cbs12
2491;WPXI;least;reliable;https://www.wpxi.com/;NA;NA;wpxi
2492;WSAZ News Channel;least;reliable;https://www.wsaz.com/;NA;NA;wsaz
2493;WSVN;Left-Center;reliable;https://wsvn.com;NA;NA;wsvn
2494;WTAE Pittsburgh’s Action News;least;reliable;https://www.wtae.com/;NA;NA;wtae
2495;WTVF – Newschannel5;least;reliable;https://www.newschannel5.com/;NA;NA;newschannel5
2496;WTXF-TV Fox 29;least;reliable;https://www.fox29.com/;NA;NA;fox29
2497;WUSA9.com;least;reliable;https://www.wusa9.com/;NA;NA;wusa9
2498;WVEC – 13NewsNow;least;reliable;https://www.13newsnow.com/;NA;NA;13newsnow
2499;WXIA – 11Alive.com;least;reliable;https://www.12newsnow.com/;NA;NA;12newsnow
2500;Waco Tribune-Herald;least;reliable;https://www.wacotrib.com;NA;NA;wacotrib
2501;WalesOnline;Left-Center;reliable;https://www.walesonline.co.uk/;NA;NA;walesonline
2502;Washington Daily Wire;left;reliable;http://www.washingtondailywire.com;NA;NA;washingtondailywire
2503;Washington Journal;least;reliable;https://www.c-span.org/WJ;NA;NA;c-span
2504;Washingtonian;left;reliable;https://www.washingtonian.com/;NA;NA;washingtonian
2505;Washington’s Top News (WTOP);least;reliable;https://wtop.com;NA;NA;wtop
2506;We Hunted the Mammoth;left;reliable;http://www.wehuntedthemammoth.com/;NA;NA;wehuntedthemammoth
2507;We are the Mighty;least;reliable;https://www.wearethemighty.com/;NA;NA;wearethemighty
2508;West Central Tribune;Right-Center;reliable;https://www.wctrib.com/;NA;NA;wctrib
2509;Western Mass News;Left-Center;reliable;https://www.westernmassnews.com/;NA;NA;westernmassnews
2510;Whitehouse.gov;Right;reliable;https://www.whitehouse.gov;NA;NA;whitehouse
2511;Wikileaks;Left-Center;reliable;https://www.wikileaks.org/;NA;NA;wikileaks
2512;Willoughby News-Herald;Right-Center;reliable;https://www.news-herald.com/;NA;NA;news-herald
2513;Winnipeg Free Press;least;reliable;https://www.winnipegfreepress.com/;NA;NA;winnipegfreepress
2514;Winona Daily News;least;reliable;http://www.winonadailynews.com;NA;NA;winonadailynews
2515;Winston-Salem Journal;least;reliable;http://www.journalnow.com/;NA;NA;journalnow
2516;Woodrow Wilson International Center;Left-Center;reliable;https://www.wilsoncenter.org/;NA;NA;wilsoncenter
2517;World Population Review;least;reliable;http://worldpopulationreview.com/;NA;NA;worldpopulationreview
2518;Worldometer;least;reliable;https://www.worldometers.info/;NA;NA;worldometers
2519;YaleGlobal Online;Left-Center;reliable;https://yaleglobal.yale.edu;NA;NA;yale
2520;Yankee Institute for Public Policy;Right-Center;reliable;https://yankeeinstitute.org;NA;NA;yankeeinstitute
2521;Yellow Hammer News;Right;reliable;https://yellowhammernews.com/;NA;NA;yellowhammernews
2522;Young Americas Foundation (YAF);Right;reliable;https://www.yaf.org;NA;NA;yaf
2523;Z Magazine;left;reliable;https://zcomm.org/zmag/;NA;NA;zcomm
2524;ZDNet;least;reliable;https://www.zdnet.com/;NA;NA;zdnet
2525;azfamily.com;least;reliable;https://www.azfamily.com/;NA;NA;azfamily
2526;iefimerida.gr;Right-Center;reliable;https://www.iefimerida.gr/;NA;NA;iefimerida
2527;National Alliance;extreme right;questionable;natall.com;extreme right;questionable;natall
2528;National File;extreme right;questionable;nationalfile.com;;conspiracy-pseudoscience;nationalfile
2529;Natural Cures;NA;questionable;naturalcures.com;;conspiracy-pseudoscience;naturalcures
2530;Naturally Savvy;NA;questionable;naturallysavvy.com;;conspiracy-pseudoscience;naturallysavvy
2531;Natural Society;NA;questionable;naturalsociety.com;;conspiracy-pseudoscience;naturalsociety
2532;Neon Nettle;NA;questionable;neonnettle.com;;conspiracy-pseudoscience;neonnettle
2533;New American News;Right;questionable;newamericannews.com;;conspiracy-pseudoscience;newamericannews
2534;News Inside Out;NA;questionable;newsinsideout.com;;conspiracy-pseudoscience;newsinsideout
2535;NoTricksZone;NA;questionable;notrickszone.com;;conspiracy-pseudoscience;notrickszone
2536;Nutritionfacts.org;NA;questionable;nutritionfacts.org;;conspiracy-pseudoscience;nutritionfacts
2537;Occupy Democrats;extreme left;questionable;occupydemocrats.com;extreme left;questionable;occupydemocrats
2538;Organic Facts;NA;questionable;organicfacts.net;;conspiracy-pseudoscience;organicfacts
2539;Oye News;NA;questionable;oye.news;;conspiracy-pseudoscience;oye
2540;PC Must Die News;extreme right;questionable;pcmustdie.com;Extreme Right;questionable;pcmustdie
2541;Political Flare;extreme left;questionable;politicalflare.com;Extreme Left;questionable;politicalflare
